library,deviceset,device,value
SparkFun-Connectors,CONN_06,NO_SILK_NO_POP,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_09,NO_SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,V_BATT,,
SparkFun-GPS,U-BLOX_ZED_F9R,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%-X7R,1.0uF
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,100KOHM,-0402-1/16W-1%,100K
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.2_INCH,
SparkFun-Aesthetics,QWIIC_LOGO,_4MM,
SparkFun-Aesthetics,OSHW-LOGO,M,
SparkFun-PowerSymbols,VIN,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,VIN,,
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-Resistors,1KOHM,-0402-1/16W-1%,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Coils,FERRITE_BEAD_GNSS,,120NH
SparkFun-Resistors,3.3KOHM,-0603-1/10W-1%,3.3k
SparkFun-Resistors,470OHM,-0603-1/10W-1%,470
SparkFun-Resistors,3.3KOHM,-0603-1/10W-1%,3.3k
SparkFun-Resistors,470OHM,-0603-1/10W-1%,470
SparkFun-Capacitors,1.0NF/1000PF,-0402-25V-10%-X7R,1nF
SparkFun-Capacitors,1.0NF/1000PF,-0402-25V-10%-X7R,1nF
SparkFun-DiscreteSemi,DIODE-ZENER,-BZX84C15LT3G,15V
SparkFun-Resistors,910OHM,-0603-1/10W-5%,910
SparkFun-Resistors,910OHM,-0603-1/10W-5%,910
SparkFun-DiscreteSemi,DUAL-OPTO_HCPL-073L,,
SparkFun-Capacitors,0.1UF,-0402-10V-10%-X7R,0.1uF
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Amplifiers,UHS_INVERTER_SCHMITT_TRIGGER,SIP6,UHS_INVERTER_SCHMITT_TRIGGERSIP6
SparkFun-IC-Amplifiers,UHS_INVERTER_SCHMITT_TRIGGER,SIP6,UHS_INVERTER_SCHMITT_TRIGGERSIP6
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-DiscreteSemi,DIODE-ZENER,-BZX84C15LT3G,15V
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,0.1UF,-0402-10V-10%-X7R,0.1uF
SparkFun-Capacitors,0.1UF,-0402-10V-10%-X7R,0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%-X7R,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,33OHM_RA,-1206-1/16W-5%,33
SparkFun-Resistors,33OHM_RA,-1206-1/16W-5%,33
SparkFun-Resistors,33OHM_RA,-1206-1/16W-5%,33
SparkFun-Resistors,33OHM_RA,-1206-1/16W-5%,33
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,
SparkFun-Connectors,U.FL2PIN,,U.FL
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,V_BATT,,
SparkFun-PowerSymbols,GND,,
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-PMEG4005EJ,0.5A/40V/420mV
SparkFun-Resistors,3.3KOHM,-0603-1/10W-1%,3.3k
SparkFun-PowerSymbols,V_BATT,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-LED,LED-RED,0603,RED
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Batteries,ML414H_IV01E_BATTERY,,
SparkFun-GPS,U-BLOX_ZED_F9R,,
SparkFun-Aesthetics,FRAME-LEDGER,,
SparkFun-Capacitors,47PF,-0402-25V-5%-X7R,47pF
SparkFun-Capacitors,1.0UF,-0402-16V-10%,1.0uF
SparkFun-IC-Power,PRTR5V0U2,F,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,100KOHM,-0402-1/16W-1%,100K
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-PowerSymbols,GND,,
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,USB_C,_2-LAYER,
SparkFun-Resistors,5.1KOHM,-0402-1/16W-1%,5.1k
SparkFun-Resistors,5.1KOHM,-0402-1/16W-1%,5.1k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,RASPBERRYPI-40-PIN-GPIO,_SMD_STACK_NOHOLES_NOREF,RASPBERRYPI-40-PIN-GPIO_SMD_STACK_NOHOLES_NOREF
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_06,NO_SILK_NO_POP,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.2_INCH,
SparkFun-Aesthetics,OSHW-LOGO,M,
SparkFun-Aesthetics,QWIIC_LOGO,_5MM,QWIIC_LOGO_5MM
SparkFun-Resistors,27OHM,-0603-1/10W-1%,27
SparkFun-Resistors,27OHM,-0603-1/10W-1%,27
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Coils,FERRITE_BEAD_GNSS,,120NH
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-Connectors,TEST-POINT,3X4,TEST-POINT3X4
SparkFun-Connectors,TEST-POINT,3X4,TEST-POINT3X4
SparkFun-Connectors,TEST-POINT,3X4,TEST-POINT3X4
SparkFun-Connectors,TEST-POINT,3X4,TEST-POINT3X4
SparkFun-Connectors,TEST-POINT,3X4,TEST-POINT3X4
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,3.3KOHM,-0603-1/10W-1%,3.3k
SparkFun-Resistors,470OHM,-0603-1/10W-1%,470
SparkFun-Resistors,3.3KOHM,-0603-1/10W-1%,3.3k
SparkFun-Resistors,470OHM,-0603-1/10W-1%,470
SparkFun-Capacitors,1.0NF/1000PF,-0402-25V-10%-X7R,1nF
SparkFun-Capacitors,1.0NF/1000PF,-0402-25V-10%-X7R,1nF
SparkFun-DiscreteSemi,DIODE-ZENER,-BZX84C15LT3G,15V
SparkFun-Resistors,910OHM,-0603-1/10W-5%,910
SparkFun-Resistors,910OHM,-0603-1/10W-5%,910
SparkFun-DiscreteSemi,DUAL-OPTO_HCPL-073L,,
SparkFun-Capacitors,0.1UF,-0402-10V-10%-X7R,0.1uF
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Amplifiers,UHS_INVERTER_SCHMITT_TRIGGER,SIP6,UHS_INVERTER_SCHMITT_TRIGGERSIP6
SparkFun-IC-Amplifiers,UHS_INVERTER_SCHMITT_TRIGGER,SIP6,UHS_INVERTER_SCHMITT_TRIGGERSIP6
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-DiscreteSemi,DIODE-ZENER,-BZX84C15LT3G,15V
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,0.1UF,-0402-10V-10%-X7R,0.1uF
SparkFun-Capacitors,0.1UF,-0402-10V-10%-X7R,0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,TEST-POINT,3X4,TEST-POINT3X4
SparkFun-Connectors,TEST-POINT,3X4,TEST-POINT3X4
SparkFun-Capacitors,1.0UF,-0402-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_08,NO_SILK_FEMALE_PTH,
SparkFun-Resistors,33OHM_RA,-1206-1/16W-5%,33
SparkFun-Resistors,33OHM_RA,-1206-1/16W-5%,33
SparkFun-Resistors,33OHM_RA,-1206-1/16W-5%,33
SparkFun-Resistors,33OHM_RA,-1206-1/16W-5%,33
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Aesthetics,OSHW-LOGO,MINI,OSHW-LOGOMINI
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,SFE_LOGO_NAME_FLAME.1_INCH
SparkFun-IC-Logic,PCA9548A,,PCA9548A
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,JUMPER-SMT_2_NO_SILK
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,JUMPER-SMT_2_NO_SILK
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,JUMPER-SMT_2_NO_SILK
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Connectors,CONN_01,PTH_NO_SILK_YES_STOP,
SparkX,I2C_STANDARD,JS-1MM,SMD
SparkFun-PowerSymbols,GND,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-LED,LED-RED,0603,RED
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Aesthetics,REVISION,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,
SparkFun-PowerSymbols,3.3V,,
SparkX,I2C_STANDARD,JS-1MM,SMD
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Sensors,ZMOD4450,,ZMOD4450 Refrigeration Gas Sensor
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,3.3V,,
SparkFun-LED,LED-RED,0603,RED
SparkFun,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Connectors,CONN_02,1X02_NO_SILK,
SparkFun-Aesthetics,QWIIC_LOGO,_5MM,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-Capacitors,10UF-POLAR,-EIA3216-16V-10%(TANT),10uF
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,47UF-POLAR,-PANASONIC_D-35V-20%,47uF
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,5V,,
SparkFun-DiscreteSemi,MOSFET_PCH,-SI2309DS,1.1A/60V/600mΩ
SparkFun-PowerSymbols,5V,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
Testing,V_REG_LM1117,ALT1,LM1117
SparkFun-Resistors,715OHM,-0603-1/10W-1%,715
SparkFun-Resistors,240OHM,-0603-1/10W-1%,240
SparkFun-PowerSymbols,GND,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,10UF-POLAR,-EIA3216-16V-10%(TANT),10uF
SparkFun-Connectors,M10,SMD_COMBO,
SparkFun-Connectors,M08,SMD-COMBO,
SparkFun-Clocks,RESONATOR-16MHZ,SMD_3.2X1.3,16MHz
SparkFun-Aesthetics,SFE_LOGO_NAME,.1_INCH,
SparkFun-Aesthetics,SFE_LOGO_FLAME,.1_INCH,
SparkFun-Connectors,AVR_SPI_PROG_3X2,SMD,ISP
SparkFun-Capacitors,10UF-POLAR,-EIA3216-16V-10%(TANT),10uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,VIN,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,TEST-POINT,3X5,TP-3x5
SparkFun-Connectors,TEST-POINT,3X5,TP-3x5
SparkFun-Connectors,TEST-POINT,3X5,TP-3x5
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,TEST-POINT,3X5,TP-3x5
SparkFun-Passives,TEST-POINT,3X5,TP-3x5
SparkFun-Connectors,TEST-POINT,3X5,TP-3x5
SparkFun-LED,LED-GREEN,LILYPAD,GREEN
SparkFun-LED,LED-BLUE,_HIDDENSILK,Blue
SparkFun-PowerSymbols,VIN,,
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-SS14,1A/40V/500mV
SparkFun-Connectors,M08,SMD-COMBO,JP11
SparkFun-Connectors,M06,SMD-STRAIGHT-COMBO,
Testing,POWER_JACK,SUPER_BOMB_DIGITY,
SparkFun-DiscreteSemi,MOSFET-NCH,-2N7002PW,310mA/60V/1.6Ω
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerIC,V_REG_AP2112,K-3.3V,AP2112-3.3V
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun-PowerSymbols,GND,,
SparkFun-LED,LED-YELLOW,_HIDDENSILK,YELLOW
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-LED,LED-GREEN,LILYPAD,GREEN
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-DiscreteSemi,MOSFET-NCH,-2N7002PW,310mA/60V/1.6Ω
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,VCC,,
USB-C,USB_C,16PIN,USB C
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Comms,CH340C,,
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,VCC,,
SparkFun-IC-Microcontroller,ATMEGA328P_TQFP,,ATMEGA328P_TQFP
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-5.2-TALL-REDUNDANT,Tall Switch
SparkFun-Connectors,USB_SOLDER_PADS,,
SparkFun-PowerSymbols,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,JUMPER-SMT_2_NO_SILK
SparkFun-Fuses,PPTC,_6V2A,6V/2A
SparkFun-Switches,SWITCH-DPDT,-SMD-AYZ0202,
SparkFun-Aesthetics,FRAME-LEDGER,,
SparkFun-Connectors,M10,NO_SILK,M10NO_SILK
SparkFun-Connectors,M08,NO_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,VIN,,
SparkFun-Connectors,M06,NO_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_08,NO_SILK_FEMALE_PTH,
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,
SparkFun,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkX,I2C_STANDARD,_NO_SILK,PTH
SparkFun,GND,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,
SparkFun,GND,,
